month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.213
7.0,1.0,14.0,1.0,0.071
7.0,1.0,14.0,2.0,0.08800000000000001
7.0,1.0,14.0,3.0,0.0955
7.0,1.0,14.0,4.0,0.0925
7.0,1.0,14.0,5.0,0.07350000000000001
7.0,1.0,14.0,6.0,0.068
7.0,1.0,14.0,7.0,0.0655
7.0,1.0,14.0,8.0,0.0935
7.0,1.0,14.0,9.0,0.35850000000000004
7.0,1.0,14.0,10.0,0.10200000000000001
7.0,1.0,14.0,11.0,0.07
7.0,1.0,14.0,12.0,0.11699999999999999
7.0,1.0,14.0,13.0,0.155
7.0,1.0,14.0,14.0,0.2085
7.0,1.0,14.0,15.0,0.093
7.0,1.0,14.0,16.0,0.0665
7.0,1.0,14.0,17.0,0.0655
7.0,1.0,14.0,18.0,0.066
7.0,1.0,14.0,19.0,0.0925
7.0,1.0,14.0,20.0,0.10200000000000001
7.0,1.0,14.0,21.0,0.1875
7.0,1.0,14.0,22.0,0.277
7.0,1.0,14.0,23.0,0.356
7.0,2.0,15.0,0.0,0.2405
7.0,2.0,15.0,1.0,0.092
7.0,2.0,15.0,2.0,0.07849999999999999
7.0,2.0,15.0,3.0,0.0665
7.0,2.0,15.0,4.0,0.067
7.0,2.0,15.0,5.0,0.07250000000000001
7.0,2.0,15.0,6.0,0.093
7.0,2.0,15.0,7.0,0.0935
7.0,2.0,15.0,8.0,0.11199999999999999
7.0,2.0,15.0,9.0,0.6859999999999999
7.0,2.0,15.0,10.0,0.1855
7.0,2.0,15.0,11.0,0.172
7.0,2.0,15.0,12.0,0.2635
7.0,2.0,15.0,13.0,0.2905
7.0,2.0,15.0,14.0,0.2515
7.0,2.0,15.0,15.0,0.242
7.0,2.0,15.0,16.0,0.244
7.0,2.0,15.0,17.0,0.273
7.0,2.0,15.0,18.0,0.14550000000000002
7.0,2.0,15.0,19.0,0.14100000000000001
7.0,2.0,15.0,20.0,0.1985
7.0,2.0,15.0,21.0,0.2165
7.0,2.0,15.0,22.0,0.138
7.0,2.0,15.0,23.0,0.123
7.0,3.0,16.0,0.0,0.313
7.0,3.0,16.0,1.0,0.07350000000000001
7.0,3.0,16.0,2.0,0.07350000000000001
7.0,3.0,16.0,3.0,0.0955
7.0,3.0,16.0,4.0,0.0965
7.0,3.0,16.0,5.0,0.0915
7.0,3.0,16.0,6.0,0.07
7.0,3.0,16.0,7.0,0.0685
7.0,3.0,16.0,8.0,0.099
7.0,3.0,16.0,9.0,0.406
7.0,3.0,16.0,10.0,0.7929999999999999
