month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.093
7.0,1.0,14.0,1.0,0.1325
7.0,1.0,14.0,2.0,0.057499999999999996
7.0,1.0,14.0,3.0,0.0455
7.0,1.0,14.0,4.0,0.14200000000000002
7.0,1.0,14.0,5.0,0.096
7.0,1.0,14.0,6.0,0.034
7.0,1.0,14.0,7.0,0.1795
7.0,1.0,14.0,8.0,0.1365
7.0,1.0,14.0,9.0,0.134
7.0,1.0,14.0,10.0,0.6505
7.0,1.0,14.0,11.0,0.6970000000000001
7.0,1.0,14.0,12.0,0.45
7.0,1.0,14.0,13.0,0.13
7.0,1.0,14.0,14.0,0.452
7.0,1.0,14.0,15.0,0.658
7.0,1.0,14.0,16.0,0.3575
7.0,1.0,14.0,17.0,0.043
7.0,1.0,14.0,18.0,0.712
7.0,1.0,14.0,19.0,0.27549999999999997
7.0,1.0,14.0,20.0,0.7215
7.0,1.0,14.0,21.0,0.659
7.0,1.0,14.0,22.0,0.16299999999999998
7.0,1.0,14.0,23.0,0.15
7.0,2.0,15.0,0.0,0.14150000000000001
7.0,2.0,15.0,1.0,0.10850000000000001
7.0,2.0,15.0,2.0,0.0385
7.0,2.0,15.0,3.0,0.0635
7.0,2.0,15.0,4.0,0.138
7.0,2.0,15.0,5.0,0.082
7.0,2.0,15.0,6.0,0.0375
7.0,2.0,15.0,7.0,0.0885
7.0,2.0,15.0,8.0,0.121
7.0,2.0,15.0,9.0,0.633
7.0,2.0,15.0,10.0,2.3845
7.0,2.0,15.0,11.0,0.1205
7.0,2.0,15.0,12.0,0.5945
7.0,2.0,15.0,13.0,0.677
7.0,2.0,15.0,14.0,0.17049999999999998
7.0,2.0,15.0,15.0,0.23
7.0,2.0,15.0,16.0,0.115
7.0,2.0,15.0,17.0,0.14800000000000002
7.0,2.0,15.0,18.0,0.3435
7.0,2.0,15.0,19.0,0.176
7.0,2.0,15.0,20.0,1.258
7.0,2.0,15.0,21.0,0.308
7.0,2.0,15.0,22.0,0.13
7.0,2.0,15.0,23.0,0.16699999999999998
7.0,3.0,16.0,0.0,0.1015
7.0,3.0,16.0,1.0,0.038
7.0,3.0,16.0,2.0,0.1275
7.0,3.0,16.0,3.0,0.075
7.0,3.0,16.0,4.0,0.047
7.0,3.0,16.0,5.0,0.14200000000000002
7.0,3.0,16.0,6.0,0.0995
7.0,3.0,16.0,7.0,0.2485
7.0,3.0,16.0,8.0,0.0845
7.0,3.0,16.0,9.0,0.16199999999999998
7.0,3.0,16.0,10.0,1.5865
7.0,3.0,16.0,11.0,0.0345
7.0,3.0,16.0,12.0,0.11099999999999999
7.0,3.0,16.0,13.0,0.1835
7.0,3.0,16.0,14.0,0.371
7.0,3.0,16.0,15.0,0.2285
7.0,3.0,16.0,16.0,0.074
7.0,3.0,16.0,17.0,0.6080000000000001
7.0,3.0,16.0,18.0,0.48750000000000004
7.0,3.0,16.0,19.0,0.408
7.0,3.0,16.0,20.0,0.137
7.0,3.0,16.0,21.0,1.059
7.0,3.0,16.0,22.0,0.565
7.0,3.0,16.0,23.0,0.157
7.0,4.0,17.0,0.0,0.0395
7.0,4.0,17.0,1.0,0.123
7.0,4.0,17.0,2.0,0.0635
7.0,4.0,17.0,3.0,0.069
7.0,4.0,17.0,4.0,0.1295
7.0,4.0,17.0,5.0,0.0385
7.0,4.0,17.0,6.0,0.084
7.0,4.0,17.0,7.0,0.194
7.0,4.0,17.0,8.0,0.1515
7.0,4.0,17.0,9.0,0.21400000000000002
7.0,4.0,17.0,10.0,0.12050000000000001
7.0,4.0,17.0,11.0,0.067
7.0,4.0,17.0,12.0,0.128
7.0,4.0,17.0,13.0,1.4740000000000002
7.0,4.0,17.0,14.0,0.1295
7.0,4.0,17.0,15.0,0.058499999999999996
7.0,4.0,17.0,16.0,0.20400000000000001
7.0,4.0,17.0,17.0,0.383
7.0,4.0,17.0,18.0,0.8325
7.0,4.0,17.0,19.0,0.196
7.0,4.0,17.0,20.0,0.415
7.0,4.0,17.0,21.0,0.295
7.0,4.0,17.0,22.0,0.179
7.0,4.0,17.0,23.0,0.14500000000000002
7.0,5.0,18.0,0.0,0.1275
7.0,5.0,18.0,1.0,0.039
7.0,5.0,18.0,2.0,0.098
7.0,5.0,18.0,3.0,0.1
7.0,5.0,18.0,4.0,0.038
7.0,5.0,18.0,5.0,0.119
7.0,5.0,18.0,6.0,0.07450000000000001
7.0,5.0,18.0,7.0,0.129
7.0,5.0,18.0,8.0,0.23850000000000002
7.0,5.0,18.0,9.0,0.1705
7.0,5.0,18.0,10.0,0.1245
7.0,5.0,18.0,11.0,1.173
7.0,5.0,18.0,12.0,0.034
7.0,5.0,18.0,13.0,0.2675
7.0,5.0,18.0,14.0,0.9965
7.0,5.0,18.0,15.0,0.059000000000000004
7.0,5.0,18.0,16.0,0.4365
7.0,5.0,18.0,17.0,0.2855
7.0,5.0,18.0,18.0,0.9065000000000001
7.0,5.0,18.0,19.0,0.9515
7.0,5.0,18.0,20.0,0.1115
