month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.1705
7.0,1.0,14.0,1.0,0.153
7.0,1.0,14.0,2.0,0.146
7.0,1.0,14.0,3.0,0.1305
7.0,1.0,14.0,4.0,0.105
7.0,1.0,14.0,5.0,0.119
7.0,1.0,14.0,6.0,0.1295
7.0,1.0,14.0,7.0,0.2905
7.0,1.0,14.0,8.0,0.7689999999999999
7.0,1.0,14.0,9.0,0.22099999999999997
7.0,1.0,14.0,10.0,0.126
7.0,1.0,14.0,11.0,0.128
7.0,1.0,14.0,12.0,0.128
7.0,1.0,14.0,13.0,0.097
7.0,1.0,14.0,14.0,0.11549999999999999
7.0,1.0,14.0,15.0,0.124
7.0,1.0,14.0,16.0,0.127
7.0,1.0,14.0,17.0,0.1085
7.0,1.0,14.0,18.0,0.9524999999999999
7.0,1.0,14.0,19.0,0.6175
7.0,1.0,14.0,20.0,0.2995
7.0,1.0,14.0,21.0,0.38849999999999996
7.0,1.0,14.0,22.0,0.6335
7.0,1.0,14.0,23.0,0.5994999999999999
7.0,2.0,15.0,0.0,0.1835
7.0,2.0,15.0,1.0,0.1245
7.0,2.0,15.0,2.0,0.129
7.0,2.0,15.0,3.0,0.1305
7.0,2.0,15.0,4.0,0.125
7.0,2.0,15.0,5.0,0.0985
7.0,2.0,15.0,6.0,0.13
7.0,2.0,15.0,7.0,0.134
7.0,2.0,15.0,8.0,0.4465
7.0,2.0,15.0,9.0,0.2145
7.0,2.0,15.0,10.0,0.145
7.0,2.0,15.0,11.0,0.14900000000000002
7.0,2.0,15.0,12.0,0.1495
7.0,2.0,15.0,13.0,0.1115
7.0,2.0,15.0,14.0,0.1445
7.0,2.0,15.0,15.0,0.1445
7.0,2.0,15.0,16.0,0.1445
7.0,2.0,15.0,17.0,0.323
7.0,2.0,15.0,18.0,2.059
7.0,2.0,15.0,19.0,0.4555
7.0,2.0,15.0,20.0,0.43
7.0,2.0,15.0,21.0,0.4675
7.0,2.0,15.0,22.0,1.371
7.0,2.0,15.0,23.0,0.3185
7.0,3.0,16.0,0.0,0.1405
