month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.1105
7.0,1.0,14.0,1.0,0.042
7.0,1.0,14.0,2.0,0.0435
7.0,1.0,14.0,3.0,0.053
7.0,1.0,14.0,4.0,0.051000000000000004
7.0,1.0,14.0,5.0,0.042499999999999996
7.0,1.0,14.0,6.0,0.041999999999999996
7.0,1.0,14.0,7.0,0.0405
7.0,1.0,14.0,8.0,0.04
7.0,1.0,14.0,9.0,0.268
7.0,1.0,14.0,10.0,1.1484999999999999
7.0,1.0,14.0,11.0,0.183
7.0,1.0,14.0,12.0,0.040499999999999994
7.0,1.0,14.0,13.0,0.0395
7.0,1.0,14.0,14.0,0.04
7.0,1.0,14.0,15.0,0.0405
7.0,1.0,14.0,16.0,0.041
7.0,1.0,14.0,17.0,0.041999999999999996
7.0,1.0,14.0,18.0,0.0465
7.0,1.0,14.0,19.0,0.0465
7.0,1.0,14.0,20.0,0.041999999999999996
7.0,1.0,14.0,21.0,0.039
7.0,1.0,14.0,22.0,0.04
7.0,1.0,14.0,23.0,0.0405
7.0,2.0,15.0,0.0,0.041
7.0,2.0,15.0,1.0,0.0405
7.0,2.0,15.0,2.0,0.040499999999999994
7.0,2.0,15.0,3.0,0.041
7.0,2.0,15.0,4.0,0.041499999999999995
7.0,2.0,15.0,5.0,0.041
7.0,2.0,15.0,6.0,0.041
7.0,2.0,15.0,7.0,0.04
7.0,2.0,15.0,8.0,0.0385
7.0,2.0,15.0,9.0,0.039
7.0,2.0,15.0,10.0,0.039
7.0,2.0,15.0,11.0,0.0395
7.0,2.0,15.0,12.0,0.039
7.0,2.0,15.0,13.0,0.0395
7.0,2.0,15.0,14.0,0.0385
7.0,2.0,15.0,15.0,0.04
7.0,2.0,15.0,16.0,0.04
7.0,2.0,15.0,17.0,0.038
7.0,2.0,15.0,18.0,0.0425
7.0,2.0,15.0,19.0,0.0445
7.0,2.0,15.0,20.0,0.047
7.0,2.0,15.0,21.0,0.0445
7.0,2.0,15.0,22.0,0.04
7.0,2.0,15.0,23.0,0.0405
7.0,3.0,16.0,0.0,0.0405
7.0,3.0,16.0,1.0,0.041
7.0,3.0,16.0,2.0,0.041
7.0,3.0,16.0,3.0,0.041
7.0,3.0,16.0,4.0,0.041
7.0,3.0,16.0,5.0,0.04
7.0,3.0,16.0,6.0,0.04
7.0,3.0,16.0,7.0,0.0405
7.0,3.0,16.0,8.0,0.04
7.0,3.0,16.0,9.0,0.04
7.0,3.0,16.0,10.0,0.0395
7.0,3.0,16.0,11.0,0.039
7.0,3.0,16.0,12.0,0.039
7.0,3.0,16.0,13.0,0.593
7.0,3.0,16.0,14.0,1.1495
7.0,3.0,16.0,15.0,0.052500000000000005
7.0,3.0,16.0,16.0,0.05
7.0,3.0,16.0,17.0,0.0555
7.0,3.0,16.0,18.0,0.040999999999999995
7.0,3.0,16.0,19.0,0.041999999999999996
7.0,3.0,16.0,20.0,0.057999999999999996
7.0,3.0,16.0,21.0,0.236
7.0,3.0,16.0,22.0,0.27849999999999997
7.0,3.0,16.0,23.0,0.2565
7.0,4.0,17.0,0.0,0.056499999999999995
7.0,4.0,17.0,1.0,0.043
7.0,4.0,17.0,2.0,0.042499999999999996
7.0,4.0,17.0,3.0,0.041999999999999996
7.0,4.0,17.0,4.0,0.0425
7.0,4.0,17.0,5.0,0.041999999999999996
7.0,4.0,17.0,6.0,0.0415
7.0,4.0,17.0,7.0,0.046
7.0,4.0,17.0,8.0,0.175
7.0,4.0,17.0,9.0,0.41600000000000004
7.0,4.0,17.0,10.0,1.908
7.0,4.0,17.0,11.0,0.186
7.0,4.0,17.0,12.0,0.0485
7.0,4.0,17.0,13.0,0.254
7.0,4.0,17.0,14.0,0.0475
7.0,4.0,17.0,15.0,0.058499999999999996
7.0,4.0,17.0,16.0,0.253
7.0,4.0,17.0,17.0,0.2205
7.0,4.0,17.0,18.0,0.064
7.0,4.0,17.0,19.0,0.057999999999999996
7.0,4.0,17.0,20.0,0.042499999999999996
7.0,4.0,17.0,21.0,0.042499999999999996
7.0,4.0,17.0,22.0,0.055999999999999994
7.0,4.0,17.0,23.0,0.215
7.0,5.0,18.0,0.0,0.1135
7.0,5.0,18.0,1.0,0.0395
7.0,5.0,18.0,2.0,0.056
7.0,5.0,18.0,3.0,0.042499999999999996
7.0,5.0,18.0,4.0,0.040499999999999994
7.0,5.0,18.0,5.0,0.039999999999999994
7.0,5.0,18.0,6.0,0.0395
7.0,5.0,18.0,7.0,0.040999999999999995
7.0,5.0,18.0,8.0,0.0505
7.0,5.0,18.0,9.0,0.1545
7.0,5.0,18.0,10.0,0.6675
7.0,5.0,18.0,11.0,0.385
7.0,5.0,18.0,12.0,0.041999999999999996
7.0,5.0,18.0,13.0,0.36850000000000005
7.0,5.0,18.0,14.0,0.20600000000000002
7.0,5.0,18.0,15.0,0.061
7.0,5.0,18.0,16.0,0.17049999999999998
7.0,5.0,18.0,17.0,0.2935
7.0,5.0,18.0,18.0,0.3825
7.0,5.0,18.0,19.0,0.097
7.0,5.0,18.0,20.0,1.1355000000000002
7.0,5.0,18.0,21.0,0.0485
7.0,5.0,18.0,22.0,0.0395
7.0,5.0,18.0,23.0,0.04
7.0,6.0,19.0,0.0,0.391
7.0,6.0,19.0,1.0,0.20450000000000002
7.0,6.0,19.0,2.0,0.040999999999999995
7.0,6.0,19.0,3.0,0.041499999999999995
7.0,6.0,19.0,4.0,0.041499999999999995
7.0,6.0,19.0,5.0,0.053
7.0,6.0,19.0,6.0,0.0485
7.0,6.0,19.0,7.0,0.0405
7.0,6.0,19.0,8.0,0.04
7.0,6.0,19.0,9.0,0.189
7.0,6.0,19.0,10.0,1.246
7.0,6.0,19.0,11.0,0.055499999999999994
7.0,6.0,19.0,12.0,0.041
7.0,6.0,19.0,13.0,0.0455
7.0,6.0,19.0,14.0,0.0565
7.0,6.0,19.0,15.0,0.038
7.0,6.0,19.0,16.0,0.1885
7.0,6.0,19.0,17.0,0.113
7.0,6.0,19.0,18.0,0.3785
7.0,6.0,19.0,19.0,0.20199999999999999
7.0,6.0,19.0,20.0,0.0475
7.0,6.0,19.0,21.0,0.28049999999999997
7.0,6.0,19.0,22.0,0.3285
7.0,6.0,19.0,23.0,0.27249999999999996
7.0,0.0,20.0,0.0,0.1695
7.0,0.0,20.0,1.0,0.0405
7.0,0.0,20.0,2.0,0.041
7.0,0.0,20.0,3.0,0.0435
7.0,0.0,20.0,4.0,0.057999999999999996
7.0,0.0,20.0,5.0,0.0435
7.0,0.0,20.0,6.0,0.041499999999999995
7.0,0.0,20.0,7.0,0.0415
7.0,0.0,20.0,8.0,0.0405
7.0,0.0,20.0,9.0,0.5935
7.0,0.0,20.0,10.0,1.5565000000000002
7.0,0.0,20.0,11.0,0.045
7.0,0.0,20.0,12.0,0.6845
7.0,0.0,20.0,13.0,0.1325
7.0,0.0,20.0,14.0,0.05
7.0,0.0,20.0,15.0,0.2725
7.0,0.0,20.0,16.0,0.049
7.0,0.0,20.0,17.0,0.629
7.0,0.0,20.0,18.0,0.2315
7.0,0.0,20.0,19.0,0.10300000000000001
7.0,0.0,20.0,20.0,0.1355
7.0,0.0,20.0,21.0,0.134
7.0,0.0,20.0,22.0,0.27949999999999997
7.0,0.0,20.0,23.0,0.2845
7.0,1.0,21.0,0.0,0.254
7.0,1.0,21.0,1.0,0.044500000000000005
7.0,1.0,21.0,2.0,0.044
7.0,1.0,21.0,3.0,0.0445
7.0,1.0,21.0,4.0,0.056
7.0,1.0,21.0,5.0,0.05450000000000001
7.0,1.0,21.0,6.0,0.044
7.0,1.0,21.0,7.0,0.0435
7.0,1.0,21.0,8.0,0.164
7.0,1.0,21.0,9.0,1.2255
7.0,1.0,21.0,10.0,1.086
7.0,1.0,21.0,11.0,0.2135
7.0,1.0,21.0,12.0,0.091
7.0,1.0,21.0,13.0,1.394
7.0,1.0,21.0,14.0,0.19599999999999998
7.0,1.0,21.0,15.0,0.07
7.0,1.0,21.0,16.0,0.0565
7.0,1.0,21.0,17.0,0.208
7.0,1.0,21.0,18.0,0.0685
7.0,1.0,21.0,19.0,0.042499999999999996
7.0,1.0,21.0,20.0,0.059
7.0,1.0,21.0,21.0,0.0445
7.0,1.0,21.0,22.0,0.307
7.0,1.0,21.0,23.0,0.5005
7.0,2.0,22.0,0.0,0.3005
7.0,2.0,22.0,1.0,0.0535
7.0,2.0,22.0,2.0,0.0435
7.0,2.0,22.0,3.0,0.044500000000000005
7.0,2.0,22.0,4.0,0.042499999999999996
7.0,2.0,22.0,5.0,0.0425
7.0,2.0,22.0,6.0,0.0415
7.0,2.0,22.0,7.0,0.0415
7.0,2.0,22.0,8.0,0.1985
7.0,2.0,22.0,9.0,0.659
7.0,2.0,22.0,10.0,0.057499999999999996
7.0,2.0,22.0,11.0,0.19
7.0,2.0,22.0,12.0,0.077
7.0,2.0,22.0,13.0,0.4305
7.0,2.0,22.0,14.0,0.061
7.0,2.0,22.0,15.0,0.0445
7.0,2.0,22.0,16.0,0.044
7.0,2.0,22.0,17.0,0.232
7.0,2.0,22.0,18.0,0.107
7.0,2.0,22.0,19.0,0.433
7.0,2.0,22.0,20.0,0.0635
7.0,2.0,22.0,21.0,0.1785
7.0,2.0,22.0,22.0,0.384
7.0,2.0,22.0,23.0,0.359
7.0,3.0,23.0,0.0,0.044
7.0,3.0,23.0,1.0,0.0435
7.0,3.0,23.0,2.0,0.044
7.0,3.0,23.0,3.0,0.051500000000000004
7.0,3.0,23.0,4.0,0.0545
7.0,3.0,23.0,5.0,0.0485
7.0,3.0,23.0,6.0,0.0435
7.0,3.0,23.0,7.0,0.043500000000000004
7.0,3.0,23.0,8.0,0.187
7.0,3.0,23.0,9.0,1.031
7.0,3.0,23.0,10.0,0.462
7.0,3.0,23.0,11.0,0.1405
7.0,3.0,23.0,12.0,0.0465
