month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.07150000000000001
7.0,1.0,14.0,1.0,0.06
7.0,1.0,14.0,2.0,0.0315
7.0,1.0,14.0,3.0,0.086
7.0,1.0,14.0,4.0,0.022
7.0,1.0,14.0,5.0,0.0815
7.0,1.0,14.0,6.0,0.0435
7.0,1.0,14.0,7.0,0.1525
7.0,1.0,14.0,8.0,0.1105
7.0,1.0,14.0,9.0,0.022
7.0,1.0,14.0,10.0,0.0755
7.0,1.0,14.0,11.0,0.0375
7.0,1.0,14.0,12.0,0.038
7.0,1.0,14.0,13.0,0.3435
7.0,1.0,14.0,14.0,0.322
7.0,1.0,14.0,15.0,0.178
7.0,1.0,14.0,16.0,0.14200000000000002
7.0,1.0,14.0,17.0,0.8025
7.0,1.0,14.0,18.0,0.312
7.0,1.0,14.0,19.0,0.2255
7.0,1.0,14.0,20.0,0.4275
7.0,1.0,14.0,21.0,0.40549999999999997
7.0,1.0,14.0,22.0,0.653
7.0,1.0,14.0,23.0,0.324
7.0,2.0,15.0,0.0,0.149
7.0,2.0,15.0,1.0,0.0455
7.0,2.0,15.0,2.0,0.0765
7.0,2.0,15.0,3.0,0.0275
7.0,2.0,15.0,4.0,0.1015
7.0,2.0,15.0,5.0,0.043500000000000004
7.0,2.0,15.0,6.0,0.068
7.0,2.0,15.0,7.0,0.045
7.0,2.0,15.0,8.0,0.2015
7.0,2.0,15.0,9.0,0.09999999999999999
7.0,2.0,15.0,10.0,0.529
7.0,2.0,15.0,11.0,0.256
7.0,2.0,15.0,12.0,0.283
7.0,2.0,15.0,13.0,0.2625
7.0,2.0,15.0,14.0,0.1735
7.0,2.0,15.0,15.0,0.237
7.0,2.0,15.0,16.0,0.2395
7.0,2.0,15.0,17.0,0.40249999999999997
7.0,2.0,15.0,18.0,0.2935
7.0,2.0,15.0,19.0,0.1835
7.0,2.0,15.0,20.0,0.1725
7.0,2.0,15.0,21.0,0.7085
7.0,2.0,15.0,22.0,0.3725
7.0,2.0,15.0,23.0,0.433
7.0,3.0,16.0,0.0,0.18000000000000002
7.0,3.0,16.0,1.0,0.0625
7.0,3.0,16.0,2.0,0.041499999999999995
7.0,3.0,16.0,3.0,0.0765
7.0,3.0,16.0,4.0,0.043
7.0,3.0,16.0,5.0,0.056999999999999995
7.0,3.0,16.0,6.0,0.05
7.0,3.0,16.0,7.0,0.1475
7.0,3.0,16.0,8.0,0.0595
7.0,3.0,16.0,9.0,0.036000000000000004
7.0,3.0,16.0,10.0,0.076
7.0,3.0,16.0,11.0,0.433
7.0,3.0,16.0,12.0,0.2405
7.0,3.0,16.0,13.0,0.119
7.0,3.0,16.0,14.0,0.0995
7.0,3.0,16.0,15.0,0.052500000000000005
7.0,3.0,16.0,16.0,0.27549999999999997
7.0,3.0,16.0,17.0,0.0975
7.0,3.0,16.0,18.0,0.123
7.0,3.0,16.0,19.0,0.14300000000000002
7.0,3.0,16.0,20.0,0.175
7.0,3.0,16.0,21.0,0.3085
7.0,3.0,16.0,22.0,0.34850000000000003
7.0,3.0,16.0,23.0,0.149
7.0,4.0,17.0,0.0,0.067
7.0,4.0,17.0,1.0,0.038
7.0,4.0,17.0,2.0,0.061
7.0,4.0,17.0,3.0,0.046
7.0,4.0,17.0,4.0,0.0505
7.0,4.0,17.0,5.0,0.057499999999999996
7.0,4.0,17.0,6.0,0.13899999999999998
7.0,4.0,17.0,7.0,0.07050000000000001
7.0,4.0,17.0,8.0,0.022
7.0,4.0,17.0,9.0,0.0885
7.0,4.0,17.0,10.0,0.18050000000000002
7.0,4.0,17.0,11.0,0.156
7.0,4.0,17.0,12.0,0.1635
7.0,4.0,17.0,13.0,0.198
7.0,4.0,17.0,14.0,0.0665
7.0,4.0,17.0,15.0,0.142
7.0,4.0,17.0,16.0,0.628
7.0,4.0,17.0,17.0,0.27449999999999997
7.0,4.0,17.0,18.0,0.363
7.0,4.0,17.0,19.0,0.3555
7.0,4.0,17.0,20.0,0.1915
7.0,4.0,17.0,21.0,0.21749999999999997
7.0,4.0,17.0,22.0,1.053
7.0,4.0,17.0,23.0,0.46950000000000003
7.0,5.0,18.0,0.0,0.3385
7.0,5.0,18.0,1.0,0.11900000000000001
7.0,5.0,18.0,2.0,0.086
7.0,5.0,18.0,3.0,0.023
7.0,5.0,18.0,4.0,0.08549999999999999
7.0,5.0,18.0,5.0,0.0315
7.0,5.0,18.0,6.0,0.08449999999999999
7.0,5.0,18.0,7.0,0.09849999999999999
7.0,5.0,18.0,8.0,0.1885
7.0,5.0,18.0,9.0,0.10700000000000001
7.0,5.0,18.0,10.0,0.109
7.0,5.0,18.0,11.0,0.2825
7.0,5.0,18.0,12.0,0.3145
7.0,5.0,18.0,13.0,0.1285
7.0,5.0,18.0,14.0,0.1875
7.0,5.0,18.0,15.0,0.385
7.0,5.0,18.0,16.0,0.3805
7.0,5.0,18.0,17.0,0.3395
7.0,5.0,18.0,18.0,0.3685
7.0,5.0,18.0,19.0,1.5394999999999999
7.0,5.0,18.0,20.0,0.242
7.0,5.0,18.0,21.0,0.261
7.0,5.0,18.0,22.0,0.269
7.0,5.0,18.0,23.0,0.2245
7.0,6.0,19.0,0.0,0.264
7.0,6.0,19.0,1.0,0.2135
7.0,6.0,19.0,2.0,0.531
7.0,6.0,19.0,3.0,0.115
7.0,6.0,19.0,4.0,0.163
7.0,6.0,19.0,5.0,0.029
7.0,6.0,19.0,6.0,0.07050000000000001
7.0,6.0,19.0,7.0,0.038
7.0,6.0,19.0,8.0,0.17650000000000002
7.0,6.0,19.0,9.0,0.1585
7.0,6.0,19.0,10.0,0.152
7.0,6.0,19.0,11.0,0.193
7.0,6.0,19.0,12.0,0.321
7.0,6.0,19.0,13.0,0.556
7.0,6.0,19.0,14.0,0.268
7.0,6.0,19.0,15.0,0.17149999999999999
7.0,6.0,19.0,16.0,0.193
7.0,6.0,19.0,17.0,0.22599999999999998
7.0,6.0,19.0,18.0,0.673
7.0,6.0,19.0,19.0,0.189
7.0,6.0,19.0,20.0,0.126
7.0,6.0,19.0,21.0,0.33499999999999996
7.0,6.0,19.0,22.0,0.14300000000000002
7.0,6.0,19.0,23.0,0.045
7.0,0.0,20.0,0.0,0.0805
7.0,0.0,20.0,1.0,0.0485
7.0,0.0,20.0,2.0,0.0675
7.0,0.0,20.0,3.0,0.065
7.0,0.0,20.0,4.0,0.038
7.0,0.0,20.0,5.0,0.0825
7.0,0.0,20.0,6.0,0.022
7.0,0.0,20.0,7.0,0.088
7.0,0.0,20.0,8.0,0.14300000000000002
7.0,0.0,20.0,9.0,0.087
7.0,0.0,20.0,10.0,0.102
7.0,0.0,20.0,11.0,0.8564999999999999
7.0,0.0,20.0,12.0,0.125
7.0,0.0,20.0,13.0,0.044
7.0,0.0,20.0,14.0,0.0935
7.0,0.0,20.0,15.0,0.0445
7.0,0.0,20.0,16.0,0.16799999999999998
7.0,0.0,20.0,17.0,0.6759999999999999
7.0,0.0,20.0,18.0,0.3935
7.0,0.0,20.0,19.0,0.373
7.0,0.0,20.0,20.0,0.3865
7.0,0.0,20.0,21.0,0.419
7.0,0.0,20.0,22.0,0.4625
7.0,0.0,20.0,23.0,0.381
7.0,1.0,21.0,0.0,0.0655
7.0,1.0,21.0,1.0,0.0785
7.0,1.0,21.0,2.0,0.024
7.0,1.0,21.0,3.0,0.0875
7.0,1.0,21.0,4.0,0.023
7.0,1.0,21.0,5.0,0.08349999999999999
7.0,1.0,21.0,6.0,0.036000000000000004
7.0,1.0,21.0,7.0,0.07150000000000001
7.0,1.0,21.0,8.0,0.161
7.0,1.0,21.0,9.0,0.28
7.0,1.0,21.0,10.0,0.1955
7.0,1.0,21.0,11.0,0.17400000000000002
7.0,1.0,21.0,12.0,0.2615
7.0,1.0,21.0,13.0,0.126
7.0,1.0,21.0,14.0,0.27949999999999997
7.0,1.0,21.0,15.0,0.08549999999999999
7.0,1.0,21.0,16.0,0.161
7.0,1.0,21.0,17.0,0.372
7.0,1.0,21.0,18.0,0.16799999999999998
7.0,1.0,21.0,19.0,0.172
7.0,1.0,21.0,20.0,0.13
7.0,1.0,21.0,21.0,0.445
7.0,1.0,21.0,22.0,0.382
7.0,1.0,21.0,23.0,0.28900000000000003
7.0,2.0,22.0,0.0,0.10750000000000001
7.0,2.0,22.0,1.0,0.057499999999999996
7.0,2.0,22.0,2.0,0.0735
