month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.0395
7.0,1.0,14.0,1.0,0.0505
7.0,1.0,14.0,2.0,0.08399999999999999
7.0,1.0,14.0,3.0,0.024
7.0,1.0,14.0,4.0,0.0845
7.0,1.0,14.0,5.0,0.053000000000000005
7.0,1.0,14.0,6.0,0.6525
7.0,1.0,14.0,7.0,0.192
7.0,1.0,14.0,8.0,0.027
7.0,1.0,14.0,9.0,0.0815
7.0,1.0,14.0,10.0,0.05
7.0,1.0,14.0,11.0,0.024
7.0,1.0,14.0,12.0,0.108
7.0,1.0,14.0,13.0,0.03
7.0,1.0,14.0,14.0,0.041499999999999995
7.0,1.0,14.0,15.0,0.644
7.0,1.0,14.0,16.0,0.096
7.0,1.0,14.0,17.0,0.047
7.0,1.0,14.0,18.0,0.093
7.0,1.0,14.0,19.0,0.028
7.0,1.0,14.0,20.0,0.2495
7.0,1.0,14.0,21.0,1.039
7.0,1.0,14.0,22.0,0.28200000000000003
7.0,1.0,14.0,23.0,0.092
7.0,2.0,15.0,0.0,0.047
7.0,2.0,15.0,1.0,0.0885
7.0,2.0,15.0,2.0,0.024
7.0,2.0,15.0,3.0,0.077
7.0,2.0,15.0,4.0,0.057999999999999996
7.0,2.0,15.0,5.0,0.0245
7.0,2.0,15.0,6.0,0.71
7.0,2.0,15.0,7.0,0.1135
7.0,2.0,15.0,8.0,0.1285
7.0,2.0,15.0,9.0,0.054000000000000006
7.0,2.0,15.0,10.0,0.025
7.0,2.0,15.0,11.0,0.1045
7.0,2.0,15.0,12.0,0.0285
7.0,2.0,15.0,13.0,0.054000000000000006
7.0,2.0,15.0,14.0,0.524
7.0,2.0,15.0,15.0,0.1365
7.0,2.0,15.0,16.0,0.0675
7.0,2.0,15.0,17.0,0.0815
7.0,2.0,15.0,18.0,0.025
7.0,2.0,15.0,19.0,0.093
7.0,2.0,15.0,20.0,0.249
7.0,2.0,15.0,21.0,0.366
7.0,2.0,15.0,22.0,0.443
7.0,2.0,15.0,23.0,0.0965
7.0,3.0,16.0,0.0,0.0645
7.0,3.0,16.0,1.0,0.0725
7.0,3.0,16.0,2.0,0.024
7.0,3.0,16.0,3.0,0.0895
7.0,3.0,16.0,4.0,0.047
7.0,3.0,16.0,5.0,0.024
7.0,3.0,16.0,6.0,0.2175
7.0,3.0,16.0,7.0,0.103
7.0,3.0,16.0,8.0,0.09699999999999999
7.0,3.0,16.0,9.0,0.063
7.0,3.0,16.0,10.0,0.0275
7.0,3.0,16.0,11.0,0.108
7.0,3.0,16.0,12.0,0.023
7.0,3.0,16.0,13.0,0.058499999999999996
7.0,3.0,16.0,14.0,0.076
7.0,3.0,16.0,15.0,0.2865
7.0,3.0,16.0,16.0,0.19799999999999998
7.0,3.0,16.0,17.0,0.032
7.0,3.0,16.0,18.0,0.046
7.0,3.0,16.0,19.0,1.161
7.0,3.0,16.0,20.0,0.265
7.0,3.0,16.0,21.0,0.3685
7.0,3.0,16.0,22.0,0.311
7.0,3.0,16.0,23.0,0.201
7.0,4.0,17.0,0.0,0.087
7.0,4.0,17.0,1.0,0.0245
7.0,4.0,17.0,2.0,0.10400000000000001
7.0,4.0,17.0,3.0,0.029500000000000002
7.0,4.0,17.0,4.0,0.051500000000000004
7.0,4.0,17.0,5.0,0.081
7.0,4.0,17.0,6.0,0.14350000000000002
7.0,4.0,17.0,7.0,0.0895
7.0,4.0,17.0,8.0,0.21
7.0,4.0,17.0,9.0,0.8135
7.0,4.0,17.0,10.0,0.123
7.0,4.0,17.0,11.0,0.0285
7.0,4.0,17.0,12.0,0.10700000000000001
7.0,4.0,17.0,13.0,0.024
7.0,4.0,17.0,14.0,0.0875
7.0,4.0,17.0,15.0,0.16499999999999998
7.0,4.0,17.0,16.0,0.206
7.0,4.0,17.0,17.0,0.09999999999999999
7.0,4.0,17.0,18.0,0.077
7.0,4.0,17.0,19.0,0.061
7.0,4.0,17.0,20.0,0.2375
7.0,4.0,17.0,21.0,0.2415
7.0,4.0,17.0,22.0,0.33899999999999997
7.0,4.0,17.0,23.0,0.253
7.0,5.0,18.0,0.0,0.0455
7.0,5.0,18.0,1.0,0.078
7.0,5.0,18.0,2.0,0.042499999999999996
7.0,5.0,18.0,3.0,0.075
7.0,5.0,18.0,4.0,0.0615
7.0,5.0,18.0,5.0,0.0765
7.0,5.0,18.0,6.0,0.0435
7.0,5.0,18.0,7.0,0.3635
7.0,5.0,18.0,8.0,0.8885000000000001
7.0,5.0,18.0,9.0,0.635
7.0,5.0,18.0,10.0,0.4025
7.0,5.0,18.0,11.0,0.14150000000000001
7.0,5.0,18.0,12.0,0.161
7.0,5.0,18.0,13.0,1.1185
7.0,5.0,18.0,14.0,0.3405
7.0,5.0,18.0,15.0,0.313
7.0,5.0,18.0,16.0,0.2985
7.0,5.0,18.0,17.0,0.2965
7.0,5.0,18.0,18.0,0.2945
7.0,5.0,18.0,19.0,0.753
7.0,5.0,18.0,20.0,0.34650000000000003
7.0,5.0,18.0,21.0,0.3845
7.0,5.0,18.0,22.0,0.3935
7.0,5.0,18.0,23.0,0.378
7.0,6.0,19.0,0.0,0.37050000000000005
7.0,6.0,19.0,1.0,0.3105
7.0,6.0,19.0,2.0,0.108
7.0,6.0,19.0,3.0,0.107
7.0,6.0,19.0,4.0,0.025
7.0,6.0,19.0,5.0,0.026000000000000002
7.0,6.0,19.0,6.0,0.025
7.0,6.0,19.0,7.0,0.08750000000000001
7.0,6.0,19.0,8.0,0.1105
7.0,6.0,19.0,9.0,1.138
7.0,6.0,19.0,10.0,0.369
7.0,6.0,19.0,11.0,0.14650000000000002
7.0,6.0,19.0,12.0,1.1844999999999999
7.0,6.0,19.0,13.0,1.004
7.0,6.0,19.0,14.0,0.6325000000000001
7.0,6.0,19.0,15.0,0.3105
7.0,6.0,19.0,16.0,0.252
7.0,6.0,19.0,17.0,0.303
7.0,6.0,19.0,18.0,0.46399999999999997
7.0,6.0,19.0,19.0,0.22100000000000003
7.0,6.0,19.0,20.0,0.286
7.0,6.0,19.0,21.0,0.1115
7.0,6.0,19.0,22.0,0.202
7.0,6.0,19.0,23.0,0.096
7.0,0.0,20.0,0.0,0.024
7.0,0.0,20.0,1.0,0.068
7.0,0.0,20.0,2.0,0.095
7.0,0.0,20.0,3.0,0.0245
7.0,0.0,20.0,4.0,0.0675
7.0,0.0,20.0,5.0,0.10250000000000001
7.0,0.0,20.0,6.0,0.0245
7.0,0.0,20.0,7.0,0.04
7.0,0.0,20.0,8.0,0.921
7.0,0.0,20.0,9.0,0.998
7.0,0.0,20.0,10.0,0.11950000000000001
7.0,0.0,20.0,11.0,0.074
7.0,0.0,20.0,12.0,0.025
7.0,0.0,20.0,13.0,0.0995
7.0,0.0,20.0,14.0,0.48750000000000004
7.0,0.0,20.0,15.0,0.16699999999999998
7.0,0.0,20.0,16.0,0.06
7.0,0.0,20.0,17.0,0.061
7.0,0.0,20.0,18.0,0.0455
7.0,0.0,20.0,19.0,0.313
7.0,0.0,20.0,20.0,0.063
7.0,0.0,20.0,21.0,0.6054999999999999
7.0,0.0,20.0,22.0,0.2885
7.0,0.0,20.0,23.0,0.3165
7.0,1.0,21.0,0.0,0.035
7.0,1.0,21.0,1.0,0.063
7.0,1.0,21.0,2.0,0.0715
7.0,1.0,21.0,3.0,0.025
7.0,1.0,21.0,4.0,0.10200000000000001
7.0,1.0,21.0,5.0,0.036000000000000004
7.0,1.0,21.0,6.0,0.21250000000000002
7.0,1.0,21.0,7.0,0.14150000000000001
7.0,1.0,21.0,8.0,0.04
7.0,1.0,21.0,9.0,0.0765
7.0,1.0,21.0,10.0,0.0685
7.0,1.0,21.0,11.0,0.024
7.0,1.0,21.0,12.0,0.086
7.0,1.0,21.0,13.0,0.061
7.0,1.0,21.0,14.0,0.024
7.0,1.0,21.0,15.0,0.31999999999999995
7.0,1.0,21.0,16.0,0.176
7.0,1.0,21.0,17.0,0.024
7.0,1.0,21.0,18.0,0.088
7.0,1.0,21.0,19.0,0.066
7.0,1.0,21.0,20.0,0.33399999999999996
7.0,1.0,21.0,21.0,0.386
7.0,1.0,21.0,22.0,0.226
7.0,1.0,21.0,23.0,0.22149999999999997
7.0,2.0,22.0,0.0,0.094
7.0,2.0,22.0,1.0,0.025500000000000002
7.0,2.0,22.0,2.0,0.0755
7.0,2.0,22.0,3.0,0.07050000000000001
7.0,2.0,22.0,4.0,0.025
7.0,2.0,22.0,5.0,0.0905
7.0,2.0,22.0,6.0,0.05450000000000001
7.0,2.0,22.0,7.0,0.761
7.0,2.0,22.0,8.0,0.2065
7.0,2.0,22.0,9.0,0.0245
7.0,2.0,22.0,10.0,0.064
7.0,2.0,22.0,11.0,0.08549999999999999
7.0,2.0,22.0,12.0,0.024
7.0,2.0,22.0,13.0,0.077
7.0,2.0,22.0,14.0,0.0715
7.0,2.0,22.0,15.0,0.4505
7.0,2.0,22.0,16.0,0.223
7.0,2.0,22.0,17.0,0.0315
7.0,2.0,22.0,18.0,0.0745
7.0,2.0,22.0,19.0,0.186
7.0,2.0,22.0,20.0,0.48850000000000005
7.0,2.0,22.0,21.0,1.3170000000000002
7.0,2.0,22.0,22.0,0.33199999999999996
7.0,2.0,22.0,23.0,0.2525
7.0,3.0,23.0,0.0,0.095
7.0,3.0,23.0,1.0,0.025500000000000002
7.0,3.0,23.0,2.0,0.0785
7.0,3.0,23.0,3.0,0.0625
7.0,3.0,23.0,4.0,0.025
7.0,3.0,23.0,5.0,0.1055
7.0,3.0,23.0,6.0,0.035
7.0,3.0,23.0,7.0,0.17350000000000002
7.0,3.0,23.0,8.0,0.164
7.0,3.0,23.0,9.0,0.024
7.0,3.0,23.0,10.0,0.0755
7.0,3.0,23.0,11.0,0.07
7.0,3.0,23.0,12.0,0.024
7.0,3.0,23.0,13.0,0.0905
7.0,3.0,23.0,14.0,0.054
7.0,3.0,23.0,15.0,0.40249999999999997
7.0,3.0,23.0,16.0,0.245
7.0,3.0,23.0,17.0,0.8875
7.0,3.0,23.0,18.0,0.2355
7.0,3.0,23.0,19.0,0.092
7.0,3.0,23.0,20.0,0.616
7.0,3.0,23.0,21.0,0.221
7.0,3.0,23.0,22.0,0.351
7.0,3.0,23.0,23.0,0.33799999999999997
7.0,4.0,24.0,0.0,0.056999999999999995
7.0,4.0,24.0,1.0,0.025500000000000002
7.0,4.0,24.0,2.0,0.109
7.0,4.0,24.0,3.0,0.029500000000000002
7.0,4.0,24.0,4.0,0.055499999999999994
7.0,4.0,24.0,5.0,0.088
7.0,4.0,24.0,6.0,0.024
7.0,4.0,24.0,7.0,0.1875
7.0,4.0,24.0,8.0,0.1865
7.0,4.0,24.0,9.0,0.1165
7.0,4.0,24.0,10.0,0.1745
7.0,4.0,24.0,11.0,0.1475
7.0,4.0,24.0,12.0,0.13
7.0,4.0,24.0,13.0,0.1905
7.0,4.0,24.0,14.0,0.611
7.0,4.0,24.0,15.0,0.2915
7.0,4.0,24.0,16.0,0.3105
7.0,4.0,24.0,17.0,0.7110000000000001
7.0,4.0,24.0,18.0,0.076
