month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.1755
7.0,1.0,14.0,1.0,0.1855
7.0,1.0,14.0,2.0,0.178
7.0,1.0,14.0,3.0,0.257
7.0,1.0,14.0,4.0,0.177
7.0,1.0,14.0,5.0,0.1815
7.0,1.0,14.0,6.0,0.191
7.0,1.0,14.0,7.0,0.6659999999999999
7.0,1.0,14.0,8.0,0.263
7.0,1.0,14.0,9.0,0.28400000000000003
7.0,1.0,14.0,10.0,0.319
7.0,1.0,14.0,11.0,0.46199999999999997
7.0,1.0,14.0,12.0,0.29800000000000004
7.0,1.0,14.0,13.0,2.129
7.0,1.0,14.0,14.0,1.9340000000000002
7.0,1.0,14.0,15.0,1.1185
7.0,1.0,14.0,16.0,2.1475
7.0,1.0,14.0,17.0,0.6935
7.0,1.0,14.0,18.0,3.392
7.0,1.0,14.0,19.0,4.182499999999999
7.0,1.0,14.0,20.0,1.6960000000000002
7.0,1.0,14.0,21.0,1.137
7.0,1.0,14.0,22.0,1.193
7.0,1.0,14.0,23.0,1.35
7.0,2.0,15.0,0.0,1.0390000000000001
7.0,2.0,15.0,1.0,0.18
7.0,2.0,15.0,2.0,0.208
7.0,2.0,15.0,3.0,0.18
7.0,2.0,15.0,4.0,0.191
7.0,2.0,15.0,5.0,0.1865
7.0,2.0,15.0,6.0,0.1665
7.0,2.0,15.0,7.0,0.634
7.0,2.0,15.0,8.0,0.273
7.0,2.0,15.0,9.0,0.181
7.0,2.0,15.0,10.0,0.269
7.0,2.0,15.0,11.0,0.3065
7.0,2.0,15.0,12.0,0.241
7.0,2.0,15.0,13.0,0.2215
7.0,2.0,15.0,14.0,0.186
7.0,2.0,15.0,15.0,0.1725
7.0,2.0,15.0,16.0,0.20400000000000001
7.0,2.0,15.0,17.0,0.241
7.0,2.0,15.0,18.0,1.9725
7.0,2.0,15.0,19.0,2.0735
7.0,2.0,15.0,20.0,0.764
7.0,2.0,15.0,21.0,0.304
7.0,2.0,15.0,22.0,0.4625
7.0,2.0,15.0,23.0,0.237
7.0,3.0,16.0,0.0,0.20650000000000002
7.0,3.0,16.0,1.0,0.169
7.0,3.0,16.0,2.0,0.1865
7.0,3.0,16.0,3.0,0.164
7.0,3.0,16.0,4.0,0.1845
7.0,3.0,16.0,5.0,0.1795
7.0,3.0,16.0,6.0,0.188
7.0,3.0,16.0,7.0,0.6114999999999999
7.0,3.0,16.0,8.0,0.2635
7.0,3.0,16.0,9.0,0.2585
7.0,3.0,16.0,10.0,0.32599999999999996
7.0,3.0,16.0,11.0,0.3145
7.0,3.0,16.0,12.0,0.7929999999999999
7.0,3.0,16.0,13.0,2.224
7.0,3.0,16.0,14.0,1.0545
7.0,3.0,16.0,15.0,0.197
7.0,3.0,16.0,16.0,0.2015
7.0,3.0,16.0,17.0,0.148
7.0,3.0,16.0,18.0,0.20350000000000001
7.0,3.0,16.0,19.0,0.191
7.0,3.0,16.0,20.0,0.5965
7.0,3.0,16.0,21.0,0.6035
7.0,3.0,16.0,22.0,0.2085
7.0,3.0,16.0,23.0,0.179
7.0,4.0,17.0,0.0,0.19
7.0,4.0,17.0,1.0,0.1635
7.0,4.0,17.0,2.0,0.199
7.0,4.0,17.0,3.0,0.16499999999999998
7.0,4.0,17.0,4.0,0.1925
7.0,4.0,17.0,5.0,0.1695
7.0,4.0,17.0,6.0,0.1985
7.0,4.0,17.0,7.0,0.266
7.0,4.0,17.0,8.0,1.435
7.0,4.0,17.0,9.0,1.8065
7.0,4.0,17.0,10.0,1.0165
7.0,4.0,17.0,11.0,0.21050000000000002
7.0,4.0,17.0,12.0,0.28400000000000003
7.0,4.0,17.0,13.0,0.2415
7.0,4.0,17.0,14.0,0.259
7.0,4.0,17.0,15.0,0.222
7.0,4.0,17.0,16.0,0.254
7.0,4.0,17.0,17.0,0.217
7.0,4.0,17.0,18.0,0.2525
7.0,4.0,17.0,19.0,0.221
7.0,4.0,17.0,20.0,0.2485
7.0,4.0,17.0,21.0,0.322
7.0,4.0,17.0,22.0,0.586
7.0,4.0,17.0,23.0,0.296
7.0,5.0,18.0,0.0,0.26
7.0,5.0,18.0,1.0,0.20600000000000002
7.0,5.0,18.0,2.0,0.23249999999999998
7.0,5.0,18.0,3.0,0.2365
7.0,5.0,18.0,4.0,0.2185
7.0,5.0,18.0,5.0,0.2635
7.0,5.0,18.0,6.0,0.4285
7.0,5.0,18.0,7.0,0.3185
7.0,5.0,18.0,8.0,0.7505000000000001
7.0,5.0,18.0,9.0,0.223
7.0,5.0,18.0,10.0,0.227
7.0,5.0,18.0,11.0,1.5105
7.0,5.0,18.0,12.0,2.797
7.0,5.0,18.0,13.0,2.8705
7.0,5.0,18.0,14.0,0.563
7.0,5.0,18.0,15.0,0.2375
7.0,5.0,18.0,16.0,0.4295
7.0,5.0,18.0,17.0,0.42200000000000004
7.0,5.0,18.0,18.0,0.3655
7.0,5.0,18.0,19.0,0.344
7.0,5.0,18.0,20.0,0.364
7.0,5.0,18.0,21.0,0.2905
7.0,5.0,18.0,22.0,0.3505
7.0,5.0,18.0,23.0,0.306
7.0,6.0,19.0,0.0,0.1925
7.0,6.0,19.0,1.0,0.248
7.0,6.0,19.0,2.0,0.187
7.0,6.0,19.0,3.0,0.1485
7.0,6.0,19.0,4.0,0.1905
7.0,6.0,19.0,5.0,0.139
7.0,6.0,19.0,6.0,0.368
7.0,6.0,19.0,7.0,0.3805
7.0,6.0,19.0,8.0,0.179
7.0,6.0,19.0,9.0,0.173
7.0,6.0,19.0,10.0,0.1965
7.0,6.0,19.0,11.0,1.746
7.0,6.0,19.0,12.0,1.9675
7.0,6.0,19.0,13.0,0.9945
7.0,6.0,19.0,14.0,2.0555
7.0,6.0,19.0,15.0,1.4075
7.0,6.0,19.0,16.0,0.48050000000000004
7.0,6.0,19.0,17.0,2.11
7.0,6.0,19.0,18.0,2.7525
7.0,6.0,19.0,19.0,0.5035000000000001
7.0,6.0,19.0,20.0,0.3335
7.0,6.0,19.0,21.0,0.36350000000000005
7.0,6.0,19.0,22.0,0.2975
7.0,6.0,19.0,23.0,0.1745
7.0,0.0,20.0,0.0,0.17099999999999999
7.0,0.0,20.0,1.0,0.176
7.0,0.0,20.0,2.0,0.149
7.0,0.0,20.0,3.0,0.191
7.0,0.0,20.0,4.0,0.1535
7.0,0.0,20.0,5.0,0.1865
7.0,0.0,20.0,6.0,0.156
7.0,0.0,20.0,7.0,0.1875
7.0,0.0,20.0,8.0,0.1875
7.0,0.0,20.0,9.0,0.2
7.0,0.0,20.0,10.0,0.1875
7.0,0.0,20.0,11.0,1.6360000000000001
7.0,0.0,20.0,12.0,1.7485
7.0,0.0,20.0,13.0,0.6935
7.0,0.0,20.0,14.0,0.1695
7.0,0.0,20.0,15.0,0.2835
7.0,0.0,20.0,16.0,0.30400000000000005
7.0,0.0,20.0,17.0,0.31799999999999995
7.0,0.0,20.0,18.0,0.308
7.0,0.0,20.0,19.0,0.2435
7.0,0.0,20.0,20.0,2.0635
7.0,0.0,20.0,21.0,1.8170000000000002
7.0,0.0,20.0,22.0,1.5510000000000002
7.0,0.0,20.0,23.0,1.6680000000000001
7.0,1.0,21.0,0.0,0.213
7.0,1.0,21.0,1.0,0.173
7.0,1.0,21.0,2.0,0.1625
7.0,1.0,21.0,3.0,0.20400000000000001
7.0,1.0,21.0,4.0,0.1635
7.0,1.0,21.0,5.0,0.177
7.0,1.0,21.0,6.0,1.2255
7.0,1.0,21.0,7.0,0.913
7.0,1.0,21.0,8.0,0.19
7.0,1.0,21.0,9.0,0.191
7.0,1.0,21.0,10.0,0.1545
7.0,1.0,21.0,11.0,0.192
7.0,1.0,21.0,12.0,0.1975
7.0,1.0,21.0,13.0,0.22150000000000003
7.0,1.0,21.0,14.0,0.16849999999999998
7.0,1.0,21.0,15.0,0.189
7.0,1.0,21.0,16.0,0.2515
7.0,1.0,21.0,17.0,0.1905
7.0,1.0,21.0,18.0,0.17099999999999999
7.0,1.0,21.0,19.0,0.16999999999999998
7.0,1.0,21.0,20.0,0.184
7.0,1.0,21.0,21.0,0.2525
7.0,1.0,21.0,22.0,2.0955000000000004
7.0,1.0,21.0,23.0,1.666
7.0,2.0,22.0,0.0,0.424
7.0,2.0,22.0,1.0,0.20700000000000002
7.0,2.0,22.0,2.0,0.1785
7.0,2.0,22.0,3.0,0.16249999999999998
7.0,2.0,22.0,4.0,0.1955
7.0,2.0,22.0,5.0,0.16999999999999998
7.0,2.0,22.0,6.0,0.7615000000000001
7.0,2.0,22.0,7.0,0.162
7.0,2.0,22.0,8.0,0.193
7.0,2.0,22.0,9.0,0.2655
7.0,2.0,22.0,10.0,0.29200000000000004
7.0,2.0,22.0,11.0,0.2935
7.0,2.0,22.0,12.0,0.301
7.0,2.0,22.0,13.0,0.321
7.0,2.0,22.0,14.0,1.4115
