month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.05
7.0,1.0,14.0,1.0,0.051000000000000004
7.0,1.0,14.0,2.0,0.05
7.0,1.0,14.0,3.0,0.05
7.0,1.0,14.0,4.0,0.054
7.0,1.0,14.0,5.0,0.049
7.0,1.0,14.0,6.0,0.05
7.0,1.0,14.0,7.0,0.0505
7.0,1.0,14.0,8.0,0.051000000000000004
7.0,1.0,14.0,9.0,0.3165
7.0,1.0,14.0,10.0,0.189
7.0,1.0,14.0,11.0,0.1175
7.0,1.0,14.0,12.0,0.05399999999999999
7.0,1.0,14.0,13.0,0.28049999999999997
7.0,1.0,14.0,14.0,0.22749999999999998
7.0,1.0,14.0,15.0,0.3175
7.0,1.0,14.0,16.0,0.355
7.0,1.0,14.0,17.0,0.179
7.0,1.0,14.0,18.0,0.149
7.0,1.0,14.0,19.0,0.132
7.0,1.0,14.0,20.0,0.129
7.0,1.0,14.0,21.0,0.1745
7.0,1.0,14.0,22.0,0.122
7.0,1.0,14.0,23.0,0.0975
7.0,2.0,15.0,0.0,0.048
7.0,2.0,15.0,1.0,0.0495
7.0,2.0,15.0,2.0,0.05
7.0,2.0,15.0,3.0,0.049
7.0,2.0,15.0,4.0,0.05
7.0,2.0,15.0,5.0,0.0485
7.0,2.0,15.0,6.0,0.047
7.0,2.0,15.0,7.0,0.0495
7.0,2.0,15.0,8.0,0.2
7.0,2.0,15.0,9.0,0.26
7.0,2.0,15.0,10.0,0.064
7.0,2.0,15.0,11.0,0.1255
7.0,2.0,15.0,12.0,0.0565
7.0,2.0,15.0,13.0,0.052500000000000005
7.0,2.0,15.0,14.0,0.199
7.0,2.0,15.0,15.0,0.20350000000000001
7.0,2.0,15.0,16.0,0.1095
7.0,2.0,15.0,17.0,0.21999999999999997
7.0,2.0,15.0,18.0,0.20750000000000002
7.0,2.0,15.0,19.0,0.131
7.0,2.0,15.0,20.0,0.136
7.0,2.0,15.0,21.0,0.1285
7.0,2.0,15.0,22.0,0.244
7.0,2.0,15.0,23.0,0.091
7.0,3.0,16.0,0.0,0.062
7.0,3.0,16.0,1.0,0.0485
7.0,3.0,16.0,2.0,0.0475
7.0,3.0,16.0,3.0,0.0465
7.0,3.0,16.0,4.0,0.0475
7.0,3.0,16.0,5.0,0.0475
7.0,3.0,16.0,6.0,0.0465
7.0,3.0,16.0,7.0,0.053
7.0,3.0,16.0,8.0,0.192
7.0,3.0,16.0,9.0,0.20800000000000002
7.0,3.0,16.0,10.0,0.232
7.0,3.0,16.0,11.0,0.051000000000000004
7.0,3.0,16.0,12.0,0.051500000000000004
7.0,3.0,16.0,13.0,0.1745
7.0,3.0,16.0,14.0,0.1585
7.0,3.0,16.0,15.0,0.212
7.0,3.0,16.0,16.0,1.1615
7.0,3.0,16.0,17.0,0.4275
7.0,3.0,16.0,18.0,0.133
7.0,3.0,16.0,19.0,0.136
7.0,3.0,16.0,20.0,0.1585
7.0,3.0,16.0,21.0,0.29400000000000004
7.0,3.0,16.0,22.0,0.23
7.0,3.0,16.0,23.0,0.0905
7.0,4.0,17.0,0.0,0.053
7.0,4.0,17.0,1.0,0.047
7.0,4.0,17.0,2.0,0.0475
7.0,4.0,17.0,3.0,0.0465
7.0,4.0,17.0,4.0,0.047
