month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.2115
7.0,1.0,14.0,1.0,0.184
7.0,1.0,14.0,2.0,0.115
7.0,1.0,14.0,3.0,0.215
7.0,1.0,14.0,4.0,0.173
7.0,1.0,14.0,5.0,0.1155
7.0,1.0,14.0,6.0,0.2125
7.0,1.0,14.0,7.0,0.5115
7.0,1.0,14.0,8.0,1.0110000000000001
7.0,1.0,14.0,9.0,2.176
7.0,1.0,14.0,10.0,2.4415
7.0,1.0,14.0,11.0,3.061
7.0,1.0,14.0,12.0,1.736
7.0,1.0,14.0,13.0,2.803
7.0,1.0,14.0,14.0,0.5685
7.0,1.0,14.0,15.0,0.47750000000000004
7.0,1.0,14.0,16.0,0.4095
7.0,1.0,14.0,17.0,0.259
7.0,1.0,14.0,18.0,1.264
7.0,1.0,14.0,19.0,1.0025
7.0,1.0,14.0,20.0,0.729
7.0,1.0,14.0,21.0,0.594
7.0,1.0,14.0,22.0,0.296
7.0,1.0,14.0,23.0,0.183
7.0,2.0,15.0,0.0,0.2275
7.0,2.0,15.0,1.0,0.1485
7.0,2.0,15.0,2.0,0.1975
7.0,2.0,15.0,3.0,0.2185
7.0,2.0,15.0,4.0,0.118
7.0,2.0,15.0,5.0,0.229
7.0,2.0,15.0,6.0,1.079
7.0,2.0,15.0,7.0,3.1905
7.0,2.0,15.0,8.0,1.3235000000000001
7.0,2.0,15.0,9.0,0.8694999999999999
7.0,2.0,15.0,10.0,0.609
7.0,2.0,15.0,11.0,0.123
7.0,2.0,15.0,12.0,0.2585
7.0,2.0,15.0,13.0,0.5605
7.0,2.0,15.0,14.0,0.48750000000000004
7.0,2.0,15.0,15.0,0.5065
7.0,2.0,15.0,16.0,0.319
7.0,2.0,15.0,17.0,0.42200000000000004
7.0,2.0,15.0,18.0,2.2195
7.0,2.0,15.0,19.0,1.669
7.0,2.0,15.0,20.0,1.117
7.0,2.0,15.0,21.0,0.42000000000000004
7.0,2.0,15.0,22.0,0.952
7.0,2.0,15.0,23.0,0.242
7.0,3.0,16.0,0.0,0.158
7.0,3.0,16.0,1.0,0.223
7.0,3.0,16.0,2.0,0.1205
7.0,3.0,16.0,3.0,0.228
7.0,3.0,16.0,4.0,0.1575
7.0,3.0,16.0,5.0,0.176
7.0,3.0,16.0,6.0,0.235
7.0,3.0,16.0,7.0,0.7655000000000001
7.0,3.0,16.0,8.0,0.7625
7.0,3.0,16.0,9.0,0.242
7.0,3.0,16.0,10.0,0.8340000000000001
7.0,3.0,16.0,11.0,0.4665
7.0,3.0,16.0,12.0,0.33499999999999996
7.0,3.0,16.0,13.0,0.402
7.0,3.0,16.0,14.0,0.265
