month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.2985
7.0,1.0,14.0,1.0,0.1815
7.0,1.0,14.0,2.0,0.1885
7.0,1.0,14.0,3.0,0.3075
7.0,1.0,14.0,4.0,0.2515
7.0,1.0,14.0,5.0,0.257
7.0,1.0,14.0,6.0,0.2175
7.0,1.0,14.0,7.0,0.3095
7.0,1.0,14.0,8.0,0.299
7.0,1.0,14.0,9.0,0.139
7.0,1.0,14.0,10.0,3.0125
7.0,1.0,14.0,11.0,0.8535
7.0,1.0,14.0,12.0,1.1635
7.0,1.0,14.0,13.0,0.379
7.0,1.0,14.0,14.0,0.3525
7.0,1.0,14.0,15.0,0.16
7.0,1.0,14.0,16.0,0.245
7.0,1.0,14.0,17.0,0.34099999999999997
7.0,1.0,14.0,18.0,0.4215
7.0,1.0,14.0,19.0,1.6385
7.0,1.0,14.0,20.0,2.9269999999999996
7.0,1.0,14.0,21.0,1.3595000000000002
7.0,1.0,14.0,22.0,0.952
7.0,1.0,14.0,23.0,0.7875
7.0,2.0,15.0,0.0,0.1555
7.0,2.0,15.0,1.0,0.16399999999999998
7.0,2.0,15.0,2.0,0.1985
7.0,2.0,15.0,3.0,0.16199999999999998
7.0,2.0,15.0,4.0,0.28900000000000003
7.0,2.0,15.0,5.0,0.173
7.0,2.0,15.0,6.0,0.7450000000000001
7.0,2.0,15.0,7.0,0.14300000000000002
7.0,2.0,15.0,8.0,0.148
7.0,2.0,15.0,9.0,0.8075
7.0,2.0,15.0,10.0,3.214
7.0,2.0,15.0,11.0,3.1334999999999997
7.0,2.0,15.0,12.0,0.39
7.0,2.0,15.0,13.0,1.0335
7.0,2.0,15.0,14.0,0.8480000000000001
7.0,2.0,15.0,15.0,0.265
7.0,2.0,15.0,16.0,0.4565
7.0,2.0,15.0,17.0,0.766
7.0,2.0,15.0,18.0,0.263
7.0,2.0,15.0,19.0,0.132
7.0,2.0,15.0,20.0,0.25
7.0,2.0,15.0,21.0,0.816
7.0,2.0,15.0,22.0,0.7555000000000001
7.0,2.0,15.0,23.0,0.9635
7.0,3.0,16.0,0.0,0.2355
7.0,3.0,16.0,1.0,0.185
7.0,3.0,16.0,2.0,0.23299999999999998
7.0,3.0,16.0,3.0,0.16899999999999998
7.0,3.0,16.0,4.0,0.16449999999999998
7.0,3.0,16.0,5.0,0.119
7.0,3.0,16.0,6.0,0.117
7.0,3.0,16.0,7.0,0.132
7.0,3.0,16.0,8.0,0.3625
7.0,3.0,16.0,9.0,0.22299999999999998
7.0,3.0,16.0,10.0,0.943
7.0,3.0,16.0,11.0,0.789
7.0,3.0,16.0,12.0,0.7235
7.0,3.0,16.0,13.0,0.6225
7.0,3.0,16.0,14.0,0.9430000000000001
7.0,3.0,16.0,15.0,0.2715
7.0,3.0,16.0,16.0,0.2465
7.0,3.0,16.0,17.0,0.3945
7.0,3.0,16.0,18.0,2.4065000000000003
7.0,3.0,16.0,19.0,2.926
7.0,3.0,16.0,20.0,1.3225
7.0,3.0,16.0,21.0,1.1415
7.0,3.0,16.0,22.0,0.487
7.0,3.0,16.0,23.0,0.5045
7.0,4.0,17.0,0.0,0.607
7.0,4.0,17.0,1.0,0.154
7.0,4.0,17.0,2.0,0.1875
7.0,4.0,17.0,3.0,0.193
7.0,4.0,17.0,4.0,0.2075
7.0,4.0,17.0,5.0,0.1775
7.0,4.0,17.0,6.0,0.172
7.0,4.0,17.0,7.0,0.27649999999999997
7.0,4.0,17.0,8.0,0.1275
7.0,4.0,17.0,9.0,0.4185
7.0,4.0,17.0,10.0,1.6105
7.0,4.0,17.0,11.0,0.7134999999999999
7.0,4.0,17.0,12.0,0.33999999999999997
7.0,4.0,17.0,13.0,0.423
7.0,4.0,17.0,14.0,0.3835
7.0,4.0,17.0,15.0,0.40599999999999997
7.0,4.0,17.0,16.0,0.536
7.0,4.0,17.0,17.0,1.3565
7.0,4.0,17.0,18.0,3.817
7.0,4.0,17.0,19.0,1.1345
7.0,4.0,17.0,20.0,0.982
7.0,4.0,17.0,21.0,1.8775
7.0,4.0,17.0,22.0,0.743
7.0,4.0,17.0,23.0,1.1824999999999999
7.0,5.0,18.0,0.0,0.7545
7.0,5.0,18.0,1.0,0.315
7.0,5.0,18.0,2.0,0.189
7.0,5.0,18.0,3.0,0.177
7.0,5.0,18.0,4.0,0.1565
7.0,5.0,18.0,5.0,0.15949999999999998
7.0,5.0,18.0,6.0,0.15450000000000003
7.0,5.0,18.0,7.0,0.1405
7.0,5.0,18.0,8.0,0.329
7.0,5.0,18.0,9.0,0.901
7.0,5.0,18.0,10.0,0.45
7.0,5.0,18.0,11.0,0.794
7.0,5.0,18.0,12.0,0.642
7.0,5.0,18.0,13.0,3.0895
7.0,5.0,18.0,14.0,3.223
7.0,5.0,18.0,15.0,1.056
7.0,5.0,18.0,16.0,1.4985
7.0,5.0,18.0,17.0,0.8624999999999999
7.0,5.0,18.0,18.0,0.382
7.0,5.0,18.0,19.0,0.359
7.0,5.0,18.0,20.0,0.5135
7.0,5.0,18.0,21.0,0.823
7.0,5.0,18.0,22.0,1.205
7.0,5.0,18.0,23.0,0.748
7.0,6.0,19.0,0.0,0.543
7.0,6.0,19.0,1.0,0.33
7.0,6.0,19.0,2.0,0.195
7.0,6.0,19.0,3.0,0.16299999999999998
7.0,6.0,19.0,4.0,0.16599999999999998
7.0,6.0,19.0,5.0,0.165
7.0,6.0,19.0,6.0,0.173
7.0,6.0,19.0,7.0,0.3335
7.0,6.0,19.0,8.0,0.7495
7.0,6.0,19.0,9.0,0.1785
7.0,6.0,19.0,10.0,0.396
7.0,6.0,19.0,11.0,0.33299999999999996
7.0,6.0,19.0,12.0,0.2485
7.0,6.0,19.0,13.0,0.3655
7.0,6.0,19.0,14.0,0.979
7.0,6.0,19.0,15.0,0.504
7.0,6.0,19.0,16.0,1.4525000000000001
7.0,6.0,19.0,17.0,1.159
7.0,6.0,19.0,18.0,2.3064999999999998
7.0,6.0,19.0,19.0,1.7665
7.0,6.0,19.0,20.0,1.4875
7.0,6.0,19.0,21.0,0.6054999999999999
7.0,6.0,19.0,22.0,0.9395
7.0,6.0,19.0,23.0,0.88
7.0,0.0,20.0,0.0,0.6175
7.0,0.0,20.0,1.0,0.9239999999999999
7.0,0.0,20.0,2.0,0.163
7.0,0.0,20.0,3.0,0.2105
7.0,0.0,20.0,4.0,0.1555
7.0,0.0,20.0,5.0,0.147
7.0,0.0,20.0,6.0,0.15000000000000002
7.0,0.0,20.0,7.0,0.845
7.0,0.0,20.0,8.0,0.156
7.0,0.0,20.0,9.0,0.1225
7.0,0.0,20.0,10.0,0.33
7.0,0.0,20.0,11.0,0.571
7.0,0.0,20.0,12.0,0.262
7.0,0.0,20.0,13.0,0.7110000000000001
7.0,0.0,20.0,14.0,0.445
7.0,0.0,20.0,15.0,0.2475
7.0,0.0,20.0,16.0,0.2735
7.0,0.0,20.0,17.0,0.297
7.0,0.0,20.0,18.0,0.47750000000000004
7.0,0.0,20.0,19.0,0.22150000000000003
7.0,0.0,20.0,20.0,0.127
7.0,0.0,20.0,21.0,0.353
7.0,0.0,20.0,22.0,0.9814999999999999
7.0,0.0,20.0,23.0,0.7505
7.0,1.0,21.0,0.0,0.23500000000000001
7.0,1.0,21.0,1.0,0.20650000000000002
7.0,1.0,21.0,2.0,0.218
7.0,1.0,21.0,3.0,0.214
7.0,1.0,21.0,4.0,0.2015
7.0,1.0,21.0,5.0,0.2565
7.0,1.0,21.0,6.0,0.136
7.0,1.0,21.0,7.0,0.3025
7.0,1.0,21.0,8.0,1.013
7.0,1.0,21.0,9.0,0.7875
7.0,1.0,21.0,10.0,0.869
7.0,1.0,21.0,11.0,0.1175
7.0,1.0,21.0,12.0,0.13
7.0,1.0,21.0,13.0,1.8355000000000001
7.0,1.0,21.0,14.0,1.408
7.0,1.0,21.0,15.0,0.4155
7.0,1.0,21.0,16.0,0.8325
7.0,1.0,21.0,17.0,0.594
7.0,1.0,21.0,18.0,0.592
7.0,1.0,21.0,19.0,0.37250000000000005
7.0,1.0,21.0,20.0,0.4935
7.0,1.0,21.0,21.0,0.617
7.0,1.0,21.0,22.0,0.739
7.0,1.0,21.0,23.0,1.3239999999999998
7.0,2.0,22.0,0.0,1.248
7.0,2.0,22.0,1.0,0.22549999999999998
7.0,2.0,22.0,2.0,0.188
7.0,2.0,22.0,3.0,0.2
7.0,2.0,22.0,4.0,0.20500000000000002
7.0,2.0,22.0,5.0,0.1855
7.0,2.0,22.0,6.0,0.2935
7.0,2.0,22.0,7.0,0.692
7.0,2.0,22.0,8.0,0.36250000000000004
7.0,2.0,22.0,9.0,0.454
7.0,2.0,22.0,10.0,0.1145
7.0,2.0,22.0,11.0,0.1135
7.0,2.0,22.0,12.0,0.436
7.0,2.0,22.0,13.0,0.121
7.0,2.0,22.0,14.0,0.367
7.0,2.0,22.0,15.0,0.361
7.0,2.0,22.0,16.0,0.9815
7.0,2.0,22.0,17.0,0.3605
7.0,2.0,22.0,18.0,1.562
7.0,2.0,22.0,19.0,2.2474999999999996
7.0,2.0,22.0,20.0,0.3855
7.0,2.0,22.0,21.0,0.5135000000000001
7.0,2.0,22.0,22.0,0.9565000000000001
7.0,2.0,22.0,23.0,0.16849999999999998
7.0,3.0,23.0,0.0,0.1385
7.0,3.0,23.0,1.0,0.16049999999999998
7.0,3.0,23.0,2.0,0.14650000000000002
7.0,3.0,23.0,3.0,0.144
7.0,3.0,23.0,4.0,0.1675
7.0,3.0,23.0,5.0,0.1365
7.0,3.0,23.0,6.0,0.1395
7.0,3.0,23.0,7.0,0.2785
7.0,3.0,23.0,8.0,1.268
7.0,3.0,23.0,9.0,1.3985
7.0,3.0,23.0,10.0,0.6275
7.0,3.0,23.0,11.0,0.105
7.0,3.0,23.0,12.0,0.1155
7.0,3.0,23.0,13.0,0.122
7.0,3.0,23.0,14.0,0.34950000000000003
7.0,3.0,23.0,15.0,0.491
7.0,3.0,23.0,16.0,0.37
7.0,3.0,23.0,17.0,1.051
7.0,3.0,23.0,18.0,0.7555
7.0,3.0,23.0,19.0,0.2985
7.0,3.0,23.0,20.0,0.3835
7.0,3.0,23.0,21.0,0.6074999999999999
7.0,3.0,23.0,22.0,1.1165
7.0,3.0,23.0,23.0,1.3125
7.0,4.0,24.0,0.0,0.8325
7.0,4.0,24.0,1.0,0.679
7.0,4.0,24.0,2.0,0.161
7.0,4.0,24.0,3.0,0.155
7.0,4.0,24.0,4.0,0.1515
7.0,4.0,24.0,5.0,0.14
