month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.1235
7.0,1.0,14.0,1.0,0.14400000000000002
7.0,1.0,14.0,2.0,0.1265
7.0,1.0,14.0,3.0,0.127
7.0,1.0,14.0,4.0,0.1285
7.0,1.0,14.0,5.0,0.105
7.0,1.0,14.0,6.0,0.1295
7.0,1.0,14.0,7.0,0.1885
7.0,1.0,14.0,8.0,0.317
7.0,1.0,14.0,9.0,0.279
7.0,1.0,14.0,10.0,0.11549999999999999
7.0,1.0,14.0,11.0,0.314
7.0,1.0,14.0,12.0,0.2105
7.0,1.0,14.0,13.0,0.5515
7.0,1.0,14.0,14.0,0.22000000000000003
7.0,1.0,14.0,15.0,0.2935
7.0,1.0,14.0,16.0,0.8875
7.0,1.0,14.0,17.0,1.2335
7.0,1.0,14.0,18.0,0.7
7.0,1.0,14.0,19.0,0.23299999999999998
7.0,1.0,14.0,20.0,0.1915
7.0,1.0,14.0,21.0,0.306
7.0,1.0,14.0,22.0,0.29500000000000004
7.0,1.0,14.0,23.0,0.383
7.0,2.0,15.0,0.0,0.13
7.0,2.0,15.0,1.0,0.1435
7.0,2.0,15.0,2.0,0.106
7.0,2.0,15.0,3.0,0.1295
7.0,2.0,15.0,4.0,0.127
7.0,2.0,15.0,5.0,0.098
7.0,2.0,15.0,6.0,0.123
7.0,2.0,15.0,7.0,0.129
7.0,2.0,15.0,8.0,0.12
7.0,2.0,15.0,9.0,0.134
7.0,2.0,15.0,10.0,0.11699999999999999
7.0,2.0,15.0,11.0,0.136
7.0,2.0,15.0,12.0,0.1505
7.0,2.0,15.0,13.0,0.127
7.0,2.0,15.0,14.0,0.14750000000000002
7.0,2.0,15.0,15.0,0.1365
7.0,2.0,15.0,16.0,0.112
7.0,2.0,15.0,17.0,0.1365
7.0,2.0,15.0,18.0,0.1365
7.0,2.0,15.0,19.0,1.0090000000000001
7.0,2.0,15.0,20.0,0.641
7.0,2.0,15.0,21.0,0.501
7.0,2.0,15.0,22.0,0.4675
7.0,2.0,15.0,23.0,0.5700000000000001
7.0,3.0,16.0,0.0,0.3675
7.0,3.0,16.0,1.0,0.3245
7.0,3.0,16.0,2.0,0.128
7.0,3.0,16.0,3.0,0.112
7.0,3.0,16.0,4.0,0.1405
7.0,3.0,16.0,5.0,0.146
7.0,3.0,16.0,6.0,0.11649999999999999
7.0,3.0,16.0,7.0,0.1355
7.0,3.0,16.0,8.0,0.1305
7.0,3.0,16.0,9.0,0.118
7.0,3.0,16.0,10.0,0.696
7.0,3.0,16.0,11.0,0.5475
7.0,3.0,16.0,12.0,0.5565
7.0,3.0,16.0,13.0,0.168
7.0,3.0,16.0,14.0,0.14750000000000002
7.0,3.0,16.0,15.0,0.133
7.0,3.0,16.0,16.0,0.1535
7.0,3.0,16.0,17.0,2.0325
7.0,3.0,16.0,18.0,1.3185
7.0,3.0,16.0,19.0,0.46
7.0,3.0,16.0,20.0,0.39549999999999996
7.0,3.0,16.0,21.0,0.3695
7.0,3.0,16.0,22.0,0.5315
7.0,3.0,16.0,23.0,0.6859999999999999
7.0,4.0,17.0,0.0,0.5545
7.0,4.0,17.0,1.0,0.7675000000000001
7.0,4.0,17.0,2.0,0.1865
7.0,4.0,17.0,3.0,0.141
7.0,4.0,17.0,4.0,0.11599999999999999
7.0,4.0,17.0,5.0,0.1355
7.0,4.0,17.0,6.0,0.122
7.0,4.0,17.0,7.0,0.10850000000000001
7.0,4.0,17.0,8.0,0.4015
7.0,4.0,17.0,9.0,0.201
7.0,4.0,17.0,10.0,0.768
7.0,4.0,17.0,11.0,0.23149999999999998
7.0,4.0,17.0,12.0,0.12
7.0,4.0,17.0,13.0,0.1405
7.0,4.0,17.0,14.0,0.145
7.0,4.0,17.0,15.0,0.137
7.0,4.0,17.0,16.0,0.27
7.0,4.0,17.0,17.0,0.364
7.0,4.0,17.0,18.0,0.688
7.0,4.0,17.0,19.0,0.6499999999999999
7.0,4.0,17.0,20.0,0.381
7.0,4.0,17.0,21.0,0.4075
7.0,4.0,17.0,22.0,0.8674999999999999
7.0,4.0,17.0,23.0,0.6164999999999999
7.0,5.0,18.0,0.0,0.4935
7.0,5.0,18.0,1.0,0.40700000000000003
7.0,5.0,18.0,2.0,0.244
7.0,5.0,18.0,3.0,0.115
7.0,5.0,18.0,4.0,0.14800000000000002
7.0,5.0,18.0,5.0,0.1375
7.0,5.0,18.0,6.0,0.114
7.0,5.0,18.0,7.0,0.529
7.0,5.0,18.0,8.0,0.223
7.0,5.0,18.0,9.0,0.249
7.0,5.0,18.0,10.0,0.2935
7.0,5.0,18.0,11.0,0.7829999999999999
