month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.6145
7.0,1.0,14.0,1.0,0.366
7.0,1.0,14.0,2.0,0.155
7.0,1.0,14.0,3.0,0.139
7.0,1.0,14.0,4.0,0.2465
7.0,1.0,14.0,5.0,0.1975
7.0,1.0,14.0,6.0,0.163
7.0,1.0,14.0,7.0,0.1275
7.0,1.0,14.0,8.0,0.1725
7.0,1.0,14.0,9.0,0.1215
7.0,1.0,14.0,10.0,0.1515
7.0,1.0,14.0,11.0,0.14100000000000001
7.0,1.0,14.0,12.0,0.1375
7.0,1.0,14.0,13.0,0.23049999999999998
7.0,1.0,14.0,14.0,0.314
7.0,1.0,14.0,15.0,0.27849999999999997
7.0,1.0,14.0,16.0,0.16099999999999998
7.0,1.0,14.0,17.0,0.2515
7.0,1.0,14.0,18.0,1.309
7.0,1.0,14.0,19.0,0.817
7.0,1.0,14.0,20.0,0.29900000000000004
7.0,1.0,14.0,21.0,1.421
7.0,1.0,14.0,22.0,0.9890000000000001
7.0,1.0,14.0,23.0,0.392
7.0,2.0,15.0,0.0,0.449
7.0,2.0,15.0,1.0,0.398
7.0,2.0,15.0,2.0,0.198
7.0,2.0,15.0,3.0,0.174
7.0,2.0,15.0,4.0,0.15300000000000002
7.0,2.0,15.0,5.0,0.14300000000000002
7.0,2.0,15.0,6.0,0.1665
7.0,2.0,15.0,7.0,0.131
7.0,2.0,15.0,8.0,0.7869999999999999
7.0,2.0,15.0,9.0,0.156
7.0,2.0,15.0,10.0,0.129
7.0,2.0,15.0,11.0,0.166
7.0,2.0,15.0,12.0,0.1275
7.0,2.0,15.0,13.0,0.16799999999999998
7.0,2.0,15.0,14.0,0.13
7.0,2.0,15.0,15.0,0.16299999999999998
7.0,2.0,15.0,16.0,0.137
7.0,2.0,15.0,17.0,0.35950000000000004
7.0,2.0,15.0,18.0,2.4905
7.0,2.0,15.0,19.0,0.8645
7.0,2.0,15.0,20.0,0.7665
7.0,2.0,15.0,21.0,0.44199999999999995
