month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.5365
7.0,1.0,14.0,1.0,0.3795
7.0,1.0,14.0,2.0,0.306
7.0,1.0,14.0,3.0,0.313
7.0,1.0,14.0,4.0,0.3805
7.0,1.0,14.0,5.0,0.3775
7.0,1.0,14.0,6.0,0.3845
7.0,1.0,14.0,7.0,0.41200000000000003
7.0,1.0,14.0,8.0,0.35
7.0,1.0,14.0,9.0,0.41500000000000004
7.0,1.0,14.0,10.0,0.4975
7.0,1.0,14.0,11.0,0.4775
7.0,1.0,14.0,12.0,0.3745
7.0,1.0,14.0,13.0,0.277
7.0,1.0,14.0,14.0,0.28700000000000003
7.0,1.0,14.0,15.0,0.3255
7.0,1.0,14.0,16.0,0.3135
7.0,1.0,14.0,17.0,0.355
7.0,1.0,14.0,18.0,1.158
7.0,1.0,14.0,19.0,0.869
7.0,1.0,14.0,20.0,0.539
7.0,1.0,14.0,21.0,0.8875
7.0,1.0,14.0,22.0,1.22
7.0,1.0,14.0,23.0,0.656
7.0,2.0,15.0,0.0,0.4225
7.0,2.0,15.0,1.0,0.417
7.0,2.0,15.0,2.0,0.4115
7.0,2.0,15.0,3.0,0.411
7.0,2.0,15.0,4.0,0.4105
7.0,2.0,15.0,5.0,0.40900000000000003
7.0,2.0,15.0,6.0,0.4155
7.0,2.0,15.0,7.0,0.7244999999999999
7.0,2.0,15.0,8.0,0.5095000000000001
7.0,2.0,15.0,9.0,0.3895
7.0,2.0,15.0,10.0,0.7005
7.0,2.0,15.0,11.0,1.0310000000000001
7.0,2.0,15.0,12.0,0.7589999999999999
7.0,2.0,15.0,13.0,0.5115000000000001
7.0,2.0,15.0,14.0,0.5125
7.0,2.0,15.0,15.0,0.517
7.0,2.0,15.0,16.0,0.511
7.0,2.0,15.0,17.0,0.86
7.0,2.0,15.0,18.0,0.5865
7.0,2.0,15.0,19.0,0.374
7.0,2.0,15.0,20.0,0.5885
7.0,2.0,15.0,21.0,0.5275000000000001
7.0,2.0,15.0,22.0,0.608
7.0,2.0,15.0,23.0,0.722
7.0,3.0,16.0,0.0,0.8795
7.0,3.0,16.0,1.0,0.5885
7.0,3.0,16.0,2.0,0.6439999999999999
7.0,3.0,16.0,3.0,0.5365
7.0,3.0,16.0,4.0,0.471
7.0,3.0,16.0,5.0,0.4215
7.0,3.0,16.0,6.0,0.4605
7.0,3.0,16.0,7.0,0.5605
7.0,3.0,16.0,8.0,1.6625
7.0,3.0,16.0,9.0,0.3605
7.0,3.0,16.0,10.0,0.669
7.0,3.0,16.0,11.0,0.5325
7.0,3.0,16.0,12.0,1.229
7.0,3.0,16.0,13.0,0.39
7.0,3.0,16.0,14.0,0.6345000000000001
7.0,3.0,16.0,15.0,0.504
7.0,3.0,16.0,16.0,0.5195000000000001
7.0,3.0,16.0,17.0,0.7815
7.0,3.0,16.0,18.0,0.8835
7.0,3.0,16.0,19.0,0.53
7.0,3.0,16.0,20.0,0.5885
7.0,3.0,16.0,21.0,0.5105
7.0,3.0,16.0,22.0,0.72
7.0,3.0,16.0,23.0,0.931
7.0,4.0,17.0,0.0,0.9335
7.0,4.0,17.0,1.0,0.515
7.0,4.0,17.0,2.0,0.524
7.0,4.0,17.0,3.0,0.5565
7.0,4.0,17.0,4.0,0.5485
7.0,4.0,17.0,5.0,0.5694999999999999
7.0,4.0,17.0,6.0,0.5
7.0,4.0,17.0,7.0,0.527
7.0,4.0,17.0,8.0,0.666
7.0,4.0,17.0,9.0,0.35050000000000003
7.0,4.0,17.0,10.0,0.367
7.0,4.0,17.0,11.0,0.3945
7.0,4.0,17.0,12.0,1.371
7.0,4.0,17.0,13.0,0.525
7.0,4.0,17.0,14.0,0.5075000000000001
7.0,4.0,17.0,15.0,0.532
7.0,4.0,17.0,16.0,0.4495
7.0,4.0,17.0,17.0,0.441
7.0,4.0,17.0,18.0,0.563
7.0,4.0,17.0,19.0,0.5515
7.0,4.0,17.0,20.0,0.5035000000000001
7.0,4.0,17.0,21.0,0.6525000000000001
7.0,4.0,17.0,22.0,2.232
7.0,4.0,17.0,23.0,1.7355
7.0,5.0,18.0,0.0,0.502
7.0,5.0,18.0,1.0,0.432
7.0,5.0,18.0,2.0,0.4435
7.0,5.0,18.0,3.0,0.4575
7.0,5.0,18.0,4.0,0.603
7.0,5.0,18.0,5.0,1.105
7.0,5.0,18.0,6.0,1.0645
7.0,5.0,18.0,7.0,0.996
7.0,5.0,18.0,8.0,0.5745
7.0,5.0,18.0,9.0,0.3855
7.0,5.0,18.0,10.0,0.243
7.0,5.0,18.0,11.0,0.5595
7.0,5.0,18.0,12.0,0.599
7.0,5.0,18.0,13.0,0.7395
7.0,5.0,18.0,14.0,0.475
7.0,5.0,18.0,15.0,0.48650000000000004
7.0,5.0,18.0,16.0,0.5245
7.0,5.0,18.0,17.0,0.6890000000000001
7.0,5.0,18.0,18.0,1.0455
7.0,5.0,18.0,19.0,0.7909999999999999
7.0,5.0,18.0,20.0,0.7535000000000001
7.0,5.0,18.0,21.0,0.7625
7.0,5.0,18.0,22.0,0.855
7.0,5.0,18.0,23.0,0.532
7.0,6.0,19.0,0.0,0.3785
7.0,6.0,19.0,1.0,0.374
7.0,6.0,19.0,2.0,0.371
7.0,6.0,19.0,3.0,0.27849999999999997
