month,weekday,day,hour,value
7.0,1.0,14.0,0.0,0.479
7.0,1.0,14.0,1.0,0.229
7.0,1.0,14.0,2.0,0.11649999999999999
7.0,1.0,14.0,3.0,0.0625
7.0,1.0,14.0,4.0,0.0665
7.0,1.0,14.0,5.0,0.08
7.0,1.0,14.0,6.0,0.06
7.0,1.0,14.0,7.0,0.0605
7.0,1.0,14.0,8.0,0.08
7.0,1.0,14.0,9.0,0.1455
7.0,1.0,14.0,10.0,0.08
7.0,1.0,14.0,11.0,0.27849999999999997
7.0,1.0,14.0,12.0,1.972
7.0,1.0,14.0,13.0,2.793
7.0,1.0,14.0,14.0,3.141
7.0,1.0,14.0,15.0,1.4905
7.0,1.0,14.0,16.0,0.786
7.0,1.0,14.0,17.0,0.4965
7.0,1.0,14.0,18.0,1.8035
7.0,1.0,14.0,19.0,3.0745
7.0,1.0,14.0,20.0,3.3
7.0,1.0,14.0,21.0,1.1145
7.0,1.0,14.0,22.0,0.7785
7.0,1.0,14.0,23.0,0.8564999999999999
7.0,2.0,15.0,0.0,0.759
7.0,2.0,15.0,1.0,0.2385
7.0,2.0,15.0,2.0,0.1505
7.0,2.0,15.0,3.0,0.131
7.0,2.0,15.0,4.0,0.122
7.0,2.0,15.0,5.0,0.124
7.0,2.0,15.0,6.0,0.1375
7.0,2.0,15.0,7.0,0.1255
7.0,2.0,15.0,8.0,0.12050000000000001
7.0,2.0,15.0,9.0,1.439
7.0,2.0,15.0,10.0,0.857
7.0,2.0,15.0,11.0,0.5569999999999999
7.0,2.0,15.0,12.0,1.08
7.0,2.0,15.0,13.0,2.072
7.0,2.0,15.0,14.0,2.279
7.0,2.0,15.0,15.0,0.7755000000000001
7.0,2.0,15.0,16.0,0.07400000000000001
7.0,2.0,15.0,17.0,0.064
7.0,2.0,15.0,18.0,0.092
7.0,2.0,15.0,19.0,0.8915
7.0,2.0,15.0,20.0,1.479
7.0,2.0,15.0,21.0,1.2574999999999998
7.0,2.0,15.0,22.0,0.47050000000000003
7.0,2.0,15.0,23.0,0.4385
7.0,3.0,16.0,0.0,0.459
7.0,3.0,16.0,1.0,0.324
7.0,3.0,16.0,2.0,0.0815
7.0,3.0,16.0,3.0,0.06849999999999999
7.0,3.0,16.0,4.0,0.07600000000000001
7.0,3.0,16.0,5.0,0.0595
7.0,3.0,16.0,6.0,0.1775
7.0,3.0,16.0,7.0,0.07150000000000001
7.0,3.0,16.0,8.0,0.0615
7.0,3.0,16.0,9.0,1.6885
7.0,3.0,16.0,10.0,2.1825
7.0,3.0,16.0,11.0,0.383
7.0,3.0,16.0,12.0,2.489
7.0,3.0,16.0,13.0,3.1205
7.0,3.0,16.0,14.0,0.5075000000000001
7.0,3.0,16.0,15.0,0.083
7.0,3.0,16.0,16.0,0.0805
7.0,3.0,16.0,17.0,0.0675
7.0,3.0,16.0,18.0,0.0935
7.0,3.0,16.0,19.0,0.091
7.0,3.0,16.0,20.0,0.194
7.0,3.0,16.0,21.0,1.5385
7.0,3.0,16.0,22.0,0.7090000000000001
7.0,3.0,16.0,23.0,0.528
7.0,4.0,17.0,0.0,0.2875
7.0,4.0,17.0,1.0,0.1235
7.0,4.0,17.0,2.0,0.0975
7.0,4.0,17.0,3.0,0.074
7.0,4.0,17.0,4.0,0.0615
7.0,4.0,17.0,5.0,0.063
7.0,4.0,17.0,6.0,0.0805
7.0,4.0,17.0,7.0,0.066
7.0,4.0,17.0,8.0,0.06
7.0,4.0,17.0,9.0,0.8135
7.0,4.0,17.0,10.0,1.747
7.0,4.0,17.0,11.0,0.101
7.0,4.0,17.0,12.0,0.4595
7.0,4.0,17.0,13.0,3.2504999999999997
7.0,4.0,17.0,14.0,2.9334999999999996
7.0,4.0,17.0,15.0,0.653
7.0,4.0,17.0,16.0,0.5895
7.0,4.0,17.0,17.0,0.08449999999999999
7.0,4.0,17.0,18.0,0.067
7.0,4.0,17.0,19.0,0.098
7.0,4.0,17.0,20.0,0.46399999999999997
7.0,4.0,17.0,21.0,0.291
7.0,4.0,17.0,22.0,0.35050000000000003
7.0,4.0,17.0,23.0,0.362
7.0,5.0,18.0,0.0,0.348
7.0,5.0,18.0,1.0,0.1875
7.0,5.0,18.0,2.0,0.0885
7.0,5.0,18.0,3.0,0.061
7.0,5.0,18.0,4.0,0.1465
7.0,5.0,18.0,5.0,0.096
7.0,5.0,18.0,6.0,0.066
7.0,5.0,18.0,7.0,0.076
7.0,5.0,18.0,8.0,0.078
7.0,5.0,18.0,9.0,0.1205
7.0,5.0,18.0,10.0,2.4495
7.0,5.0,18.0,11.0,0.176
7.0,5.0,18.0,12.0,0.1095
7.0,5.0,18.0,13.0,1.881
7.0,5.0,18.0,14.0,3.7815000000000003
7.0,5.0,18.0,15.0,1.463
7.0,5.0,18.0,16.0,0.865
